,english_sentence,hindi_sentence
8623,the History of Andhra country.,द हिस्ट्री ऑफ आंध्र कंट्री.
8624,nijat,निजात
8625,aanakhi ek mahattwachi gosht mhanaje ye 600 kendranwar pratyek varshi jawaljawal sumare 3000 ton e-kacharach recycle kela jato.,आणखी एक महत्त्वाची गोष्ट म्हणजे या ६०० केंद्रांवर प्रत्येक वर्षी जवळजवळ सुमारे ३००० टन ई-कचराच रिसायकल केला जातो.
8626,hasar vidnyan,हसरं विज्ञान
8627,bina junction,बिना जंक्शन
8628,Gadkaryanni aapale 'Ekach Pyala' he tisare natak 1917 chya Novembermadhye lihun pure kele; tathapi te natak 'Gandharv Natak Mandali'chya rangabhoomivar Gadkaryanchya mrutyunantar daha-akara mahinyanni aale.,गडकऱ्यांनी आपले ‘एकच प्याला’ हे तिसरे नाटक १९१७ च्या नोव्हेंबरमध्ये लिहून पुरे केले; तथापि ते नाटक ‘गंधर्व नाटक मंडळी’च्या रंगभूमीवर गडकऱ्यांच्या मृत्यूनंतर दहा-अकरा महिन्यांनी आले.
8629,tyamulech tyachya sadharanikaranachya vicharancha wistrut paramarsh ghene aawashyak tharate.,त्यामुळेच त्याच्या साधारणीकरणाच्या विचारांचा विस्तृत परामर्श घेणे आवश्यक ठरते.
8630,gavat lakadi hodya tayar karanyacha vyavasay suddha kela jato.,गावात लाकडी होड्या तयार करण्याचा व्यवसाय सुद्धा केला जातो.
8631,"tyanni lihilele ""Bujurg"", ""Bhinnashadj"" ""Surile"" he mahattwache granth aahet.","त्यांनी लिहिलेले ""बुजुर्ग', ""भिन्नषड्ज"" ""सुरीले"" हे महत्त्वाचे ग्रंथ आहेत."
8632,"Halabi Koshti, jya wishisht manavi samudayatun aale tyawarun padali.","हळबी कोष्टी, ज्या विशिष्ट मानवी समुदायातुन आले त्यावरुन पडली."
8633,tyawarun jaminichya utarachi kalpana yete.,त्यावरून जमिनीच्या उताराची कल्पना येते.
8634,hine Debbie Does Dallas ya suruwatichya kalatil ratichitrat bhoomika keli hoti.,हिने डेबी डझ डॅलस या सुरुवातीच्या काळातील रतिचित्रात भूमिका केली होती.
8635,Navashakti,नवशक्ती
8636,Indonesiachya samvidhananusar eka vyaktila keval don vela (kamal 10 varshe) rashtradhyaksh rahata yete.,इंडोनेशियाच्या संविधानानुसार एका व्यक्तीला केवळ दोन वेळा (कमाल १० वर्षे) राष्ट्राध्यक्ष राहता येते.
8637,September 2013 madhye zalelya sarvatrik nivadnukit Liberal pakshala bahumat milale w pakshaneta hya natyane Abbott nava pantapradhan banala.,सप्टेंबर २०१३ मध्ये झालेल्या सार्वत्रिक निवडणुकीत लिबरल पक्षाला बहुमत मिळाले व पक्षनेता ह्या नात्याने ॲबट नवा पंतप्रधान बनला.
8638,"ya samsthechya madhyamatun Maratha samajachya samajik, aarthik w sheikshanik wikasachya drushtine kamkaj lawakarach suru karanyat yenar asun Maratha samajala ya samsthecha bhawishyat far motha labh honar asun, yatun samajacha sarwangin wikas honyat madat honar aahe.","या संस्थेच्या माध्यमातून मराठा समाजाच्या सामाजिक, आर्थिक व शैक्षणिक विकासाच्या दृष्टीने कामकाज लवकरच सुरु करण्यात येणार असून, मराठा समाजाला या संस्थेचा भविष्यात फार मोठा लाभ होणार असून, यातून समाजाचा सर्वांगिण विकास होण्यास मदत होणार आहे."
8639,saundary,सौंदर्य
8640,Rahul Deshpande aani Swapnil Bandodkar,राहुल देशपांडे आणि स्वप्नील बांदोडकर
8641,sathi dakahal zale.,साठी दाखल झाले.
8642,"ya natakache 'Rangayan'ne Sulabha Deshpande yanna gheun shambhar tar, Rohini Hattangadi yanna gheun 'Aavishkar'ne navvad prayog kele.","या नाटकाचे ‘रंगायन’ने सुलभा देशपांडे यांना घेऊन शंभर तर, रोहिणी हट्टंगडी यांना घेऊन ‘आविष्कार’ने नव्वद प्रयोग केले."
8643,Savinay Kayadebhang chalavalimule janatechya deshbhaktila mothe udhan aale.,सविनय कायदेभंगाच्या चळवळीमुळे जनतेच्या देशभक्तीला मोठे उधाण आले.
8644,"April 10, 2010 roji Lekh Kachinskyache viman Russiatil Smolensk yethil vimanatalavar utarat asatana kosalale.","एप्रिल १०, २०१० रोजी लेख काचिन्स्क्याचे विमान रशियातील स्मोलेन्स्क येथील विमानतळावर उतरत असताना कोसळले."
8645,Pathak he vayachya 94vya varshaparyant chitre rekhatat asat.,पाठक हे वयाच्या ९४व्या वर्षांपर्यंत चित्रे रेखाटत असत.
8646,any,अन्य
8647,yethe tyane aapalyatil kasab panala lavun kam kele.,येथे त्याने आपल्यातील कसब पणाला लावून काम केले.
8648,"vidnyan, rasayan, electronics, bhugarbhashastr, vaidyakashastr aadi vishayatale shatrandy aantararashtriy paritoshikanni sanmanit zalyamule jantela mahit asatat.","विज्ञान, रसायन, इलेक्ट्रॊनिक्स, भूगर्भशास्त्र, वैद्यकशास्त्र आदी विषयांतले शास्त्रज्ञ आंतराराष्ट्रीय पारितोषिकांनी सन्मानित झाल्यामुळे जनतेला माहीत असतात."
8649,Ragrushi puraskar,रागऋषी पुरस्कार
8650,Janak kulapaiki Sirdhwaj Janak yacha ullekh Ramayanat Sitecha pita w Ramacha sasara mhanun aala aahe.,जनक कुळापैकी सीरध्वज जनक याचा उल्लेख रामायणात सीतेचा पिता व रामाचा सासरा म्हणून आला आहे.
8651,Sonyacha Kalas (Vithukrushna),सोन्याचा कळस (विठूकृष्णा)
8652,shankh thewanyakarita je (bahudha kasawachya aakarache) aakan asate tyala adani mhanatat.,शंख ठेवण्याकरिता जे (बहुधा कासवाच्या आकाराचे) आसन असते त्याला अडणी म्हणतात.
8653,tyanche chiranjeev Vinayak P.,त्यांचे चिरंजीव विनायक प.
8654,yethe hi lahar falachi ekun urja asate.,येथे ही लहर फलाची एकूण ऊर्जा असते.
8655,"Pandawanni Kaurav senecha parabhav kelyache, Dronachary, Karn, Duryodhan yanna kapat nitine Pandawanni maralyache shaly Ashwatthamala dachat asate w Dronachary wadhacha badala ghyayacha asato.","पांडवांनी कौरव सेनेचा पराभव केल्याचे, द्रोणाचार्य, कर्ण, दुर्योधन यांना कपट नीतीने पांडवांनी मारल्याचे शल्य अश्वथामाला डाचत असते व द्रोणाचार्य् वधाचा बदला घ्यायचा असतो."
8656,loksankhyechya drushtine Kampania ha Italitil dusarya kramankacha prant aahe.,लोकसंख्येच्या दृष्टीने कांपानिया हा इटलीतील दुसर्‍या क्रमांकाचा प्रांत आहे.
8657,parijat,पारिजात
8658,yache nav purvee Simplifly Deccan aani tyahipurvee Air Deccan hote.,याचे नाव पूर्वी सिम्पलीफलाय डेक्कन आणि त्याहीपूर्वी एअर डेक्कन होते.
8659,maharajanni sangitalyapramane shetajinni Dattachi ek sangamarawari moorti w Ganapatichi matichi moorti banavun ghetali.,महाराजांनी सांगितल्याप्रमाणे शेटजींनी दत्ताची एक संगमरवरी मूर्ती व गणपतीची मातीची मुर्ती बनवून घेतली.
8660,sakali uthalyavar kimva vishrantinantar sandhe kadak rahatat.,सकाळी उठल्यावर किंवा विश्रांतीनंतर सांधे कडक राहतात.
8661,ha vimanatal Muharrak betavar Manamachya 7 km uttares asun to Gulf Air kampanicha hub aahe.,हा विमानतळ मुहर्रक बेटावर मनामाच्या ७ किमी उत्तरेस असून तो गल्फ एअर कंपनीचा हब आहे.
8662,prapanch-paramarth,"प्रपंच-पर्मार्थ,"
8663,2016 sali Burhan Wani navachya lokapriy futirwadi netyachi Bharatiy lashkarane hatya keli jyamule Kashmir khoryat asantoshachi prachand lat usalali ti aajawar kayam aahe.,२०१६ साली बुरहान वाणी नावाच्या लोकप्रिय फुटीरवादी नेत्याची भारतीय लष्कराने हत्या केली ज्यामुळे काश्मीर खोऱ्यात असंतोषाची प्रचंड लाट उसळली ती आजवर कायम आहे.
8664,rajakanya mhanun janmala aali.,राजकन्या म्हणून जन्माला आली.
8665,"1601 madhye, Mughal Samrat Akabarne Khandesh var kabja kela aani Burhanpur Mughal samrajyatil tin navin uchchastariy prantanpaiki ek, Khandeshachi rajdhani banale, prarambhik Akabaracha putr Daniyal yachya navavarun Khandeshche namakaran Danesh ase kele hote (1609).","1601 मध्ये, मुगल सम्राट अकबरने खानदेश वर कब्जा केला आणि बुर्हानपुर मुघल साम्राज्यातील तीन नवीन उच्चस्तरीय प्रांतांपैकी एक, खान्देशाची राजधानी बनले, प्रारंभिक अकबराचा पुत्र दानियल याचा नावावरून खानदेशचे नामकरण दानेश असे केले होते (1609)."
8666,aaich tinada sangan yal.,आयीचं तीनदं सांगण यलं.
8667,Sanskrit bhashepasunahi Marathine kahi babi swikarlya aahet.,संस्कृत भाषेपासूनही मराठीने काही बाबी स्वीकारल्या आहेत.
8668,Dharmadhikari yanni Nagpurchya Tilak Vidyalayat shikshakachi nokari patkarali.,धर्माधिकारी यांनी नागपूरच्या टिळक विद्यालयात शिक्षकाची नोकरी पत्करली.
8669,Moropant Peshave : Moro Tryambak Pingale (Shivajichya rajyache pahile pantapradhan),मोरोपंत पेशवे : मोरो त्र्य़ंबक पिंगळे (शिवाजीच्या राज्याचे पहिले पंतप्रधान)
8670,matr ekach vargat modanarya jeevanu/ vishanunmule honarya roganchi lakshane sarakhich disat asalyane tyatil lahanase farak lavakar kalun yet nahit.,मात्र एकाच वर्गात मोडणाऱ्या जीवाणू/ विषाणूंमुळे होणाऱ्या रोगांची लक्षणे सारखीच दिसत असल्याने त्यातील लहानसे फरक लवकर कळून येत नाहीत.
8671,ya vishisht prakarchya batteries nisargat mubalak sapadanarya Silicon muldravyachya banavilya asatat.,या विशिष्ट प्रकारच्या बॅटरीज निसर्गात मुबलक सापडणाऱ्या सिलिकॉन मूलद्रव्याच्या बनविल्या असतात.
8672,Samrat Trajan yane ha prant I.,सम्राट ट्राजान याने हा प्रांत इ.
8673,Gandhijinni 1928 chya Kalkatta yethil Congresschya adhiveshanat ek tharav pass kela.,गांधीजींनी १९२८ च्या कलकत्ता येथील काँग्रेसच्या अधिवेशनात एक ठराव पास केला.
8674,internet movie detabasevaril Chris Prattche pan (English majakur),इंटरनेट मूव्ही डेटाबेसवरील ख्रिस प्रॅटचे पान (इंग्लिश मजकूर)
8675,ha prant Belgiumchya French bhashik Wallonia hya pradeshat vasala aahe.,हा प्रांत बेल्जियमच्या फ्रेंच भाषिक वालोनी ह्या प्रदेशात वसला आहे.
8676,"Khan Borghat margane Konkanat jail asa andaj hota, pan Khanane ainaveli Umbarkhindicha marg niwadala.","खान बोरघाट मार्गाने कोकणात जाईल असा अंदाज होता, पण खानाने ऐनवेळी उंबरखिंडीचा मार्ग निवडला."
8677,1873 madhye Cunnigham yanni ya mandirakade jagatil lokanche laksh wedhale.,१८७३ मध्ये कनिंगहॅम यांनी या मंदिरांकडे जगातील लोकांचे लक्ष वेधले.
8678,Rajwade 1885 Sali Punyat bharalelya Akhil Bharatiy Marathi Sahitya Sammelanache adhyaksh hote.,राजवाडे १८८५ साली पुण्यात भरलेल्या अखिल भारतीय मराठी साहित्य संमेलनाचे अध्यक्ष होते.
8679,"Bhasachi natake kalachya udarat gadap zali hoti, ti Mahamahopadhyay T.","भासाची नाटके काळाच्या उदरात गडप झाली होती, ती महामहोपाध्याय टी."
8680,yadnyache stom majalyanantar Vedamadhil mul tattve mage padu lagali.,यज्नाचे स्तोम माजल्यानंतर वेदामधील मूळ तत्वे मागे पडू लागली.
8681,hichi sthapana 1997 madhye Bengaluru yethe zali.,हीची स्थापना १९९७ मध्ये बंगळूर येथे झाली.
8682,poorv 9 vya shatakapasun kela jat aahe.,पूर्व ९ व्या शतकापासून केला जात आहे.
8683,mandiravaril bhavy asa pandhara shubhr dhwaj geli charashe varsh aapali parampara japat aahe.,मंदिरावरील भव्य असा पांढरा शुभ्र ध्वज गेली चारशे वर्षे आपली परंपरा जपत आहे.
8684,Likud pakshacha sadasy asalela Rivlin 2001 te 2003 daramyan Israel sarakarmadhye doorsanchar mantripadavar hota tasech donavela Knessetcha sabhapati rahila hota.,लिकुड पक्षाचा सदस्य असलेला रिव्हलिन २००१ ते २००३ दरम्यान इस्रायल सरकारमध्ये दूरसंचार मंत्रीपदावर होता तसेच दोनवेळा क्नेसेटचा सभापती राहिला होता.
8685,Yashawantrao Mohite he sumare 25-30 varshe Maharashtrachya mantrimandalat hote.,यशवंतराव मोहिते हे सुमारे २५-३० वर्षे महाराष्ट्राच्या मंत्रिमंडळात होते.
8686,Rajapur he aitihasik kalatil Konkanatil uttam bajarapetheche thikan hote.,राजापूर हे ऐतिहासिक काळात कोकणातील उत्तम बाजारपेठेचे ठिकाण होते.
8687,Ramadasi paramparetil thor vibhuti dattavatar Shridharswami yannihi kardalivanahi parikrama keli hoti.,रामदासी परंपरेतील थोर विभूती दत्तावतार श्रीधरस्वामी यांनीही कर्दळीवनाची परिक्रमा केली होती.
8688,Kota Kinabalu yethe Sabahchi rajdhani aahe.,कोटा किनाबालू येथे साब्याची राजधानी आहे.
8689,waryacha weg maryadit swarupat asel tar patang changale udatat.,वाऱ्याचा वेग मर्यादित स्वरूपात असेल तर पतंग चांगले उडतात.
8690,Nayan tuze jadugar (Patange reporter),नयन तुझे जादुगार (पतंगे रिपोर्टर)
8691,ti Pune shaharachya Kasaba Peth ya parisarat asun jawalach Shaniwar wada aani Kasaba Ganapatiche mandir aahe.,ती पुणे शहराच्या कसबा पेठ या परिसरात असून जवळच शनिवार वाडा आणि कसबा गणपतीचे मंदिर आहे.
8692,udaharanarth 'Satteche Gulam' ya natakapasun Marathi rangbhoomivar nepatthya mhanun flat scene yayala lagale.,उदाहरणार्थ ’सत्तेचे गुलाम’ या नाटकापासून मराठी रंगभूमीवर नेपथ्य म्हणून फ्लॅट सीन यायला लागले.
8693,adhikrut pan,अधिकृत पान
8694,"James Bond aso kimva Sherlock Holmes, hi donhi patre kalpanetil aahet, parantu sahitya aani drukashravy madhyamanchya takadimule hi donhi patre vastavatil watatat.","जेम्स बाँड असो किंवा शेरलॉक होम्स, ही दोन्ही पात्रे कल्पनेतील आहेत, परंतु साहित्य आणि दृक्श्राव्य माध्यमांच्या ताकदीमुळे ही दोन्ही पात्रे वास्तवातील वाटतात."
8695,julami adhikari dushkalavar madat denyaaivaji aamachya cricket khelachi tingalatawali karata mhanun duppat kar (lagan) lawato w jar samaja ya khelat gavakaryanni haravun dakhavale tar tin varshacha lagan maf karanyachi paij lavato.,जुलमी अधिकारी दुष्काळावर मदत देण्याऍवजी आमच्या क्रिकेट खेळाची टिंगलटवाळी करता म्हणून दुप्पट कर (लगान) लावतो व जर समजा या खेळात गावकऱ्यांनी हरवून दाखवले तर तिन वर्षाचा लगान माफ करण्याची पैज् लावतो.
8696,Jayavarman chauthyacha Khmer samratapadi rajyabhishek.,जयवर्मन चौथ्याचा ख्मेर सम्राटपदी राज्याभिषेक.
8697,Haideraline aapalya jivankramachi suruvat Maisurchya Hindu rajachya padari ek sadha sainik mhanun E.,हैदरअलीने आपल्या जीवनक्रमाची सुरुवात म्हैसूरच्या हिंदू राजाच्या पदरी एक साधा सैनिक म्हणून इ.
8698,yethe tumhi lagnachi mejawani (reception) aani wadhadiwas sajare karu shakata.,येथे तुम्ही लग्नाची मेजवानी (रिसेप्शन) आणि वाढदिवस साजरे करू शकता.
8699,Hues Aviation,ह्यूस एव्हियेशन
8700,chhativar kala galapatta.,छातीवर काळा गळपट्टा.
8701,"nantar to Rashtriy Parishadet 1958 Sali samil zala, w Kendriy Karyakari Samitichahi bhag zala.","नंतर तो राष्ट्रीय परिषदेत १९५८ साली सामील झाला, व केंद्रीय कार्यकारी समितीचाही भाग झाला."
8702,Jara aani Jivantika ya Bharatat poojalya janarya don pooratan devata aahet.,जरा आणि जिवंतिका या भारतात पूजल्या जाणाऱ्या दोन पुरातन देवता आहेत.
8703,Fugadi ha prakar lokanrutyamadhye aadhalato.,फुगडी हा प्रकार लोकनृत्यामध्ये आढळतो.
8704,Mera naam hai Shankar (Dhanakwadichya Shankar Maharajanchya jeevanavaril kadambari),मेरा नाम है शंकर (धनकवडीच्या शंकर महाराजांच्या जीवनावरील कादंबरी)
8705,Hayden Panettiere aani Paul Rust yancha abhinay asalelya 2009 madhil yach navachya eka chitrapatavar hi kadambari tayar karanyat aaleli aahe.,हेव्हेन पॅनेटीर आणि पॉल रस्ट यांचा अभिनय असलेल्या २००९ मधील याच नावाच्या एका चित्रपटावर ही कादंबरी तयार करण्यात आलेली आहे.
8706,kapal w sharirachi khalachi baju piwali asate.,कपाळ व शरीराची खालची बाजू पिवळी असते.
8707,Tin lakhanchi gosht (chor),तीन लाखांची गोष्ट (चोर)
8708,devalachya aasapaschya pradeshatun panyache anek zare ugam pawatat.,देवळाच्या आसपासच्या प्रदेशातून पाण्याचे अनेक झरे उगम पावतात.
8709,Udyacha sansar (Shekhar),उद्याचा संसार (शेखर)
8710,2.Ramayanacha rachanakal,२.रामायणाचा रचनाकाळ
8711,"[2] Sharma Ayodhya, fakt madhyayugin Hindu tirthasthan mhanun udayas mahit aahe hi prachin granth ek pilgrim kendra mhanun tyacha ullekh karu naka ase mhatale aahe.","[2] शर्मा अयोध्या, फक्त मध्ययुगीन हिंदू तीर्थस्थान म्हणून उदयास माहीत आहे की प्राचीन ग्रंथ एक pilgrim केंद्र म्हणून त्याचा उल्लेख करू नका असे म्हटले आहे."
8712,shwasane ya shaktiche niyaman karata yete.,श्वासाने या शक्तीचे नियमन करता येते.
8713,Chalisgaon yethe railway station aahe.,चाळीसगाव येथे रेल्वे स्टेशन आहे.
8714,Scheduled Cast Federation (Babasaheb Ambedkar),शेड्यूल्ड कास्ट फेडरेशन (बाबासाहेब आंबेडकर)
8715,"tyanchyamadhye bhiti, nairashy, nyunagandachi bhawana aani tyatunahi punha ragacha udrek houn to itaranna ghatak tharu shakato.","त्यांच्यामध्ये भीती, नैराश्‍य, न्यूनगंडाची भावना आणि त्यातूनही पुन्हा रागाचा उद्रेक होऊन तो इतरांना घातक ठरू शकतो."
8716,Janardan Hari Chinchalakar,जनार्दन हरी चिंचाळकर
8717,College of Pharmacy,काॅलेज आॅफ फार्मसी
8718,ya dwarachi rachana Gomukhi bandhanichi aahe.,या द्वाराची रचना गोमुखी बांधणीची आहे.
8719,"1980: aadhunik kavi, chaturastra lekhak, patrakar aani natakakar Anant Kanetkar urf Aatmaram","१९८०: आधुनिक कवी, चतुरस्त्र लेखक, पत्रकार आणि नाटककार अनंत कानेटकर उर्फ आत्माराम"
8720,tyanchyashi ghatasfot ghetalyavar Kashinath Ghanekar yanni abhinetri Sulochanabainchi kanya Kanchan Latkar yanchyashi lagn kele.,त्यांच्याशी घटस्फोट घेतल्यावर काशीनाथ घाणेकर यांनी अभिनेत्री सुलोचनाबाईंची कन्या कांचन लाटकर यांच्याशी लग्न केले.
8721,Paraja - hi Dhurawa jamatichi potajat aslyache manale jate. Bastar bhagatale rahivasi.,परजा - ही धुरवा जमातीची पोटजात असल्याचे मानले जाते. बस्तर भागातले रहिवासी.
8722,konatyahi watene gadacha sulakewaja matha gathave.,कोणत्याही वाटेने गडाचा सुळकेवजा माथा गाठावे.
8723,sampurn jagacha aatma Sury aahe.,संपूर्ण जगाचा आत्मा सूर्य आहे.
8724,killyala lagunach ek zilha parishad prathamik shala aahe.,किल्ल्याला लागूनच एक जिल्हा परिषद प्राथमिक शाळा आहे.
8725,nar-nari-raja ya sarvanchi dhukkhe nasht hotil.,नर-नारी-राजा या सर्वांची दुःखे नष्ट होतील.
8726,aayatache kshetrafal w parimiti kadhanyasathi don samlagn baju mhanajech tyacha paya aani unchi mahit asane aawashyak aahe.,आयताचे क्षेत्रफळ व परिमिती काढण्यासाढी दोन संलग्न बाजू म्हणजेच त्याचा पाया आणि उंची माहीत असणे आवश्यक आहे.
8727,ya biyanchya garamadhye aath te bahattar takke evadha telacha ansh asato.,या बियांच्या गरामध्ये आठ ते बहात्तर टक्के एवढा तेलाचा अंश असतो.
8728,lokanna utsahi kase karave aani tyanchyatil prerana kashi jagawawi yachi tyanna uttam jan hoti.,लोकांना उत्साही कसे करावे आणि त्यांच्यातील प्रेरणा कशी जागवावी याची त्यांना उत्तम जाण होती.
8729,Dattaram yanchyasamavet kam karanyachi sandhi milali.,दत्ताराम यांच्यासमवेत काम करण्याची संधी मिळाली.
8730,34 aathavade purn hotana fuffusanchi wadh purn zaleli asate.,३४ आठवडे पूर्ण होताना फुप्फुसांची वाढ पूर्ण झालेली असते.
8731,Dikshabhumi,दीक्षाभूमी
8732,sahashikshan dhyey sadhy karat asalyache he dyotak aahe.,सहशिक्षण ध्येय साध्य करीत असल्याचे हे द्योतक आहे.
8733,shasakiy adhikaryanni tyababat kay kele he mala (Ketkaranna) kalu shakale nahi.,शासकीय अधिकार्‍यांनी त्याबाबत काय केले हे मला (केतकरांना) कळू शकले नाही.
8734,"Mi Nathuram Godse bolatoy (Marathi natak), lekhak : Pradeep Dalavi","मी नथूराम गोडसे बोलतोय (मराठी नाटक), लेखक : प्रदीप दळवी"
8735,nayak aani khalanayak asha donhi bhoomika karanarya Nilubhaunche gramin aani shahari jeevanache nirikshan atishay achuk hote.,नायक आणि खलनायक अशा दोन्ही भूमिका करणार्‍या निळूभाऊंचे ग्रामीण आणि शहरी जीवनाचे निरीक्षण अतिशय अचूक होते .
8736,hi Bharatat ugavanari ek Ayurvedic aushadhi vanaspati aae.,ही भारतात उगवणारी एक आयुर्वेदिक औषधी वनस्पती आहे.
8737,tatpurvi violin Bharatat aale hote.,तत्पूर्वी व्हायोलिन भारतात आले होते.
8738,athava Pali gao te Dhondase gao he antarahi 12 K.,अथवा पाली गाव ते धोंडसे गाव हे अंतरही १२ कि.
8739,January 31 roji bachaokary suru asatanach Vindhyagirine jalasamadhi ghetali.,जानेवारी ३१ रोजी बचावकार्य सुरू असतानाच विंध्यगिरीने जलसमाधी घेतली.
8740,roj 24 dabe asaleli hi gadi Bharatiy railwaymadhil sarvadhik lambichya gadyanpaiki ek aahe.,रोज २४ डबे असलेली ही गाडी भारतीय रेल्वेमधील सर्वाधिक लांबीच्या गाड्यांपैकी एक आहे.
8741,Gandhijinni asha pratyek yojanecha joradar virodh kela ji Bharatachi falani don rashtrat karel.,गांधीजींनी अशा प्रत्येक योजनेचा जोरदार विरोध केला जी भारताची फाळणी दोन राष्ट्रांत करेल.
8742,Babasaheb Ambedkar Jeevangaurav Puraskar ha Ambedkaraite Movement of Culture and Literaturetarfe dila jato.,बाबासाहेब आंबेडकर जीवनगौरव पुरस्कार हा आंबेडकराईट मुव्हमेंट आॅफ कल्चर अँड लिटरेचरतर्फे दिला जातो.
8743,Vindhyagiri ya Frigatela Mumbai jawalil sank rock deepgruhapasun najeek dhadak dili.,विंध्यगिरी या फ्रिगेटला मुंबई जवळील संक रॉक दीपगृहापासून नजीक धडक दिली.
8744,kawali mule hadanchi w hiradyanchi zeej mothya pramanat kami hote.,कवळी मुळे हाडांची व हिरड्यांची झीज मोठ्या प्रमाणात कमी होते.
8745,janmatahach tyanna ek dat hota.,जन्मतःच त्यांना एक दात होता.
8746,hi avastha abhivyakt hote.,ही अवस्था अभिव्यक्त होते.
8747,ghasa ha manavi shariracha ek bhag aahe.,घसा हा मानवी शरीराचा एक भाग आहे.
8748,daravarshi asha vividh karyashala hotat.,दरवर्षी अशा विविध कार्यशाळा होतात.
8749,Somaiya college parisaratil vidyarthyanchya soyisathi bandhanyat aale.,सोमैया कॉलेज परिसरामधील विद्यार्थ्यांच्या सोयीसाठी बांधण्यात आले.
8750,"hya shatakat anek vishesh mahattwachya, anek deshanchya itihasala kalatani denarya ghatana, ghadamodi ghadalya.","हय़ा शतकात अनेक विशेष महत्त्वाच्या, अनेक देशांच्या इतिहासाला कलाटणी देणार्या घटना, घडामोडी घडल्या."
8751,tyacha sarvadhik dar andaje 100 ulka prati tas aahe.,त्याचा सर्वाधिक दर अंदाजे १०० उल्का प्रति तास आहे.
8752,dusarya Henrychi pastis varshanchi rajawat tin karanansathi lakshaneey manali jate.,दुसऱ्या हेन्रीची पस्तीस वर्षांची राजवट तीन कारणांकरता लक्षणीय मानली जाते.
8753,tithech tyanna Shridattatreyache darshan zale aani tyanni Sadanandanvar poorn krupa keli ashi bhavikanchi shraddha aahe,तिथेच त्यांना श्रीदत्तात्रेयांचे दर्शन झाले आणि त्यांनी सदानंदांवर पूर्ण कृपा केली अशी भाविकांची श्रद्धा आहे.
8754,Ramafal he ek god fal asun unhalyat Ramnavami daramyan yet asate.,रामफळ हे एक गोड फळ असून उन्हाळ्यात रामनवमी दरम्यान येत असते.
8755,Pedro Alvares Cabralchyanantar Portugalchi tisari vyapari mohim Joas De Nova yachya netrutwakhali Portugalhun nighali.,पेड्रो अल्वारेझ कॅब्रलच्यानंतर पोर्तुगालची तिसरी व्यापारी मोहीम जोआस द नोव्हा याच्या नेतृत्वाखाली पोर्तुगालहून निघाली.
8756,Aurangazebanantar Mughal samrajyala Hindustanvar kadhich adhirajya gajavata aale nahi.,औरंगजेबानंतर मुघल साम्राज्याला हिंदुस्तानवर कधीच अधिराज्य गाजवता आले नाही.
8757,tyancha kal adhyatmakade zukala.,त्यांचा कल अध्यात्म्याकडे झुकला.
8758,"Dayton, Nevada","डेटन, नेव्हाडा"
8759,abhinandan,अभिनंदन
8760,"natak, chitrapat, television aadi madhyamantun digdarshak, kala digdarshak, nepathyakar mhanun M.","नाटक, चित्रपट, टेलिव्हिजन आदी माध्यमांतून दिग्दर्शक, कला दिग्दर्शक, नेपथ्यकार म्हणून एम."
8761,"Nepalmadhye, Uttar Koriat aani Uttar Vietnammadhye samyawadi satta aalya.","नेपाळमध्ये, उत्तर कोरियात आणि उत्तर व्हिएटनाममध्ये साम्यवादी सत्ता आल्या."
8762,asha prakarache deshala devatwache roop deun tyache deul mhanun bandhale gelele he ekamev mandir aahe.,अश्या प्रकारचे देशाला देवत्वाचे रुप देऊन त्याचे देऊळ म्हणून बांधले गेलेले हे एकमेव मंदिर आहे.
8763,Sanskrit Kavichampak (Vishnushastri Chipalunkar),संस्कृत कविचंपक (विष्णुशास्त्री चिपळूणकर)
8764,te Sane Gurujinche anuyayi hote.,ते साने गुरुजींचे अनुयायी होते.
8765,Akashvanivarahi tyanche kavyagayan hot asate.,आकाशवाणीवरही त्यांचे काव्यगायन होत असते.
8766,yach divashi Karnool yethil Razakarancha pratikarahi modun kadhanyat aala w Warangal aani Bidarchya vimantalanvar punha halla karanyat aala.,याच दिवशी कर्नुल येथील रझाकारांचा प्रतिकारही मोडून काढण्यात आला व वरंगळ आणि बीदरच्या विमानतळांवर पुन्हा हल्ला करण्यात आला.
8767,yach navachya tin chitrapatatil ha pahila chitrapat aahe.,याच नावाच्या तीन चित्रपटांतील हा पहिला चित्रपट आहे.
8768,Samsung SGH-C520 ha Samsungchya C malikemadhil ek bhramandhwani aahe.,सॅमसंग एसजीएच-सी५२० हा सॅमसंगच्या सी मालिकेमधील एक भ्रमणध्वनी आहे.
8769,vin kalatil narache rang jast chamakadar asatat eravi nar-madi disayala sarakhech asatat.,वीण काळातील नराचे रंग जास्त चमकदार असतात एरवी नर-मादी दिसायला सारखेच असतात.
8770,vastavikpane Magellan swatah hi jagayatra poorn karu shakala nahi karan 27 April 1521 roji Philippinesmadhil Sebu hya prantat ghadalelya eka chakamakit to thar zala.,वास्तविकपणे मेजेलन स्वतः ही जगयात्रा पूर्ण करू शकला नाही कारण २७ एप्रिल १५२१ रोजी फिलिपाईन्समधील सेबू ह्या प्रांतात घडलेल्या एका चकमकीत तो ठार झाला.
8771,"Pathan, Nirmalkumar Fadkule aani Sushilkumar Shinde he tyanche vidyarthi.","पठाण, निर्मलकुमार फडकुले आणि सुशीलकुमार शिंदे हे त्यांचे विद्यार्थी."
