,English,Marathi
7008,shahgadachya pulavar kabja zala.,शहागडच्या पुलावर कब्जा झाला.
7009,nyay,न्याय
7010,shekado lok jakhami zaleta ani asankhya vahane vahuna pune dhagfutichya panyat gelit.,शेकडो लोक जखमी झालेत आणि असंख्य वाहने वाहून पुणे ढगफुटीच्या पाण्यात गेलीत.
7011,"shastradyani ase suchavale ahe ki megeladon ha pandharya sharkacha motha avarasarakha disata hota, jari to basking shark (ketorinas maksimas) kinva reti vagh shark (serchiriya toras) sarkha disala asela.","शास्त्रज्ञांनी असे सुचवले आहे की मेगॅलडॉन हा पांढऱ्या शार्कचा मोठा आवारासारखा दिसत होता, जरी तो बास्किंग शार्क (कॅटोरीनस मॅक्सिमस) किंवा रेती वाघ शार्क (सर्चिरिया टॉरस) सारखा दिसला असेल."
7012,vrundavanata mazya hi tulas,वृंदावनात माझ्या ही तुळस
7013,halchal,हलचल
7014,meri saheli,मेरी सहेली
7015,dauryavar ubhay sanghandaramyan 5-kasoti ani 6-ekadivasiya samanyanci malika khelavali geli.,दौर्‍यावर उभय संघांदरम्यान ५-कसोटी आणि ६-एकदिवसीय सामन्यांची मालिका खेळवली गेली.
7016,he ek vyapari kendra ahe.,हे एक व्यापारी केंद्र आहे.
7017,mi itake asate parantu ha bhag dushkal pravana ahe.,मी इतके असते परंतु हा भाग दुष्काळ प्रवण आहे.
7018,9)bhayankar sundar marathi bhasha- punde da.di.lalit vividh mahitipar,९)भयंकर सुंदर मराठी भाषा- पुंडे द.दि.ललित विविध माहितीपर
7019,panchadhara,पंचधारा
7020,kanda kadhait talun ghetalyas biryani ajun chavisht hote pan khup tupkat hote.,कांदा कढईत तळून घेतल्यास बिर्याणी अजून चविष्ट होते पण खूप तूपकट होते.
7021,ranila jevha apalya navaryache dasiprati asanare akarshan samajate tevha ti malvikela turungat takate.,राणीला जेव्हा आपल्या नवऱ्याचे दासीप्रती असणारे आकर्षण समजते तेव्हा ती मालविकेला तुरुंगात टाकते.
7022,dargyavar ek ghumat ahe ani ata ek pira (kabar).,दर्ग्यावर एक घुमट आहे आणि आत एक पीर (कबर).
7023,yat jiv v itar prakarache kami-adhik nukasan sahasa samavisht asatech.,यात जीव व इतर प्रकारचे कमीअधिक नुकसान सहसा समाविष्ट असतेच.
7024,tyamule tya deshatil utkhananacha bharatiya sandharbhat abhayas karanyachi sandhihi tyana milali.,त्यामुळे त्या देशातील उत्खननाचा भारतीय संदर्भात अभ्यास करण्याची संधीही त्यांना मिळाली.
7025,adnyat einstein (vidyanvishayak),अज्ञात आईन्स्टाईन (विज्ञानविषयक)
7026,australian ghoda,ऒस्ट्रेलियन घोडा
7027,agung parvat ani batur jwalamukhi parvat don uccha sikhare aheta.,अगुंग पर्वत आणि बतुर ज्वालामुखी पर्वत दोन उच्च शिखर आहेत.
7028,arthamanthan,अर्थमंथन
7029,suresh che vadil trilok chand nivrutta lakshari adhikari aheta.,सुरेश चे वडील त्रिलोक चंद निवृत्त लष्करी अधिकारी आहेत.
7030,paurusapurn va sudhrdh santati nirman honyasathi karavayacha ha sanskar ahe.,पौरुषपूर्ण व सुदृढ संतती निमाण होण्यासाठी करावयाचा हा संस्कार आहे.
7031,ya sammelanachya adhyakshapadi sahity akadami puraskar vijete marathi sahityika ranganath pathare hote.,या संमेलनाच्या अध्यक्षपदी साहित्य अकादमी पुरस्कार विजेते मराठी साहित्यिक रंगनाथ पठारे होते.
7032,chatrapati shivaji maharajanni purandarachya tahamadhe ha killa annya 11 killya barobar rakhun thevala hota.,छत्रपती शिवाजी महाराजांनी पुरंदरच्या तहामधे ह किल्ला अन्य ११ किल्ल्या बरोबर राखून ठेवला होता.
7033,jana shatabdi express railwaygadya sadhya pudhil margavar dhavat ahet. :,जन शताब्दी एक्सप्रेस रेल्वेगाड्या सध्या पुढील मार्गावर धावत आहेत. :
7034,s monoserotis kinva 15 monoserotis nilasar-pandhara chalatara ahe ani to ngc 2264 chya kendrasthani ahe.,एस मोनोसेरॉटिस किंवा १५ मोनोसेरॉटिस निळसर-पांढरा चलतारा आहे आणि तो एनजीसी २२६४ च्या केंद्रस्थानी आहे.
7035,"rupa tumhara mere jiya kavi : amara varma, sangit sudhir phadake, chitrapat sita svayanvar","रूप तुम्हारा मेरे जिया कवी : अमर वर्मा, संगीत सुधीर फडके, चित्रपट सीता स्वयंवर"
7037,tyache dayitva adilasahi havaladar mhanun dadoji kondadevankade jate.,त्याचे दायित्व आदिलशाही हवालदार म्हणून दादोजी कोंडदेवांकडे जाते.
7038,tyanchya saundaryadrstimule ganyatil arthasaundary va svarasaundarya jastit jast khulavinyakade tyancha kal ase.,त्यांच्या सौंदर्यदृष्टीमुळे गाण्यातील अर्थसौंदर्य व स्वरसौंदर्य जास्तीत जास्त खुलविण्याकडे त्यांचा कल असे.
7039,gavatil vaya varsha shunya te saha varshe lahan mulanci sankhya 145 ahe.,गावातील वय वर्ष शून्य ते सहा वर्षे लहान मुलांची संख्या १४५ आहे.
7040,gondi hi dravidi bhasha kutumbatil pramukha ani samrddha bolibhasha ahe.,गोंडी ही द्रविडी भाषा कुटुंबातील प्रमुख आणि समृद्ध बोलीभाषा आहे.
7041,parasar muninvar prem karanari satyavati premabhangamule nishthur hote.,पराशर मुनींवर प्रेम करणारी सत्यवती प्रेमभंगामुळे निष्ठुर होते.
7042,"hi yojana smarake, ghata, mandire ityadi varasa adharabhut sanrachanecha gabha vikasit karun tethe raste, sarvajanik vahatuk, nagari seva, svacchata seva, mahiti kendr ityadincha vikas karel.","ही योजना स्मारके, घाट, मंदिरे इत्यादीं वारसा आधारभूत संरचनेचा गाभा विकसित करुन तेथे रस्ते, सार्वजनिक वाहतूक, नागरी सेवा, स्वच्छता सेवा, माहिती केंद्र इत्यादींचा विकास करेल."
7043,"jari tyat khas ase konatehi pratibandha nasale, tari dekhil mahilammadhye motinsarakhya itar padarthapasun banavilele mani dharan karane samanya ahe.","जरी त्यात खास असे कोणतेही प्रतिबंध नसले, तरी देखील महिलांमध्ये मोतींसारख्या इतर पदार्थांपासून बनविलेले मणी धारण करणे सामान्य आहे."
7044,shivaji maharajanni chapalaine kelela vara hukalyamule khanachya pranavar betanyaaivaji tyachi tina bote kapali geli.,शिवाजी महाराजांनी चपळाईने केलेला वार हुकल्यामुळे खानाच्या प्राणावर बेतण्याऐवजी त्याची तीन बोटे कापली गेली.
7045,dudhalu janavarammadhye athava gurammadhye udbhavanarya garbhapatas 'brucella abortus' he vishanu karanibhut asatat.,दुधाळू जनावरांमध्ये अथवा गुरांमध्ये उद्भवणाऱ्या गर्भपातास 'ब्रुसेल्ला ॲबॉर्टस्' हे विषाणू कारणीभूत असतात.
7046,chi madat ghenyacha suchavite.,ची मदत घेण्याच सुचविते.
7047,hyachadaramyan yuzhno-sakhalinsk he nava thevale gele.,ह्याचदरम्यान युझ्नो-साखालिन्स्क हे नाव ठेवले गेले.
7048,navareh ha kashmiramadhil hindu panditancha navavarsh san ahe.,नवरेह हा काश्मीरमधील हिंदू पंडितांचा नववर्ष सण आहे.
7049,visavya shatakaparyant hya bhagat lokapriy asalelya valun bhaseche astitv french bhasechya vadhatya prabhavamule dhokyat ale ahe.,विसाव्या शतकापर्यंत ह्या भागात लोकप्रिय असलेल्या वालून भाषेचे अस्तित्व फ्रेंच भाषेच्या वाढत्या प्रभावामुळे धोक्यात आले आहे.
7050,tyanni vadodara yethe vaidyakiy khatyat lekhanikachi nokari keli.,त्यांनी वडोदरा येथे वैद्यकीय खात्यात लेखनिकाची नोकरी केली.
7051,9 saptembar roji eka adnyat patrane dava kela ki viman apaharan kele jau shakate.,९ सप्टेंबर रोजी एका अज्ञात पत्राने दावा केला की विमान अपहरण केले जाऊ शकते.
7052,hi sharirik shiksan ksetrat jagatik manyata asaleli sanstha mhanaje amaravatiche bhusan ahe.,ही शारीरिक शिक्षण क्षेत्रात जागतिक मान्यता असलेली संस्था म्हणजे अमरावतीचे भूषण आहे.
7053,durvankur,दुर्वांकुर
7054,ani tyamule konatyahi vishishta sammelanacha nakki anukramank sangata yet nahi.,आणि त्यामुळे कोणत्याही विशिष्ट संमेलनाचा नक्की अनुक्रमांक सांगता येत नाही.
7055,deve tatha mantrapushpanjali he eka stotra ahe.,देवें तथा मंत्रपुष्पांजली हे एक स्तोत्र आहे.
7056,tya bal sannyasala namaskar karate.,त्या बाल संन्याशाला नमस्कार करते.
7057,karajhai va tyanche kutumbiy afghanistanche shevatache raja mohammad jhahir saha hyache kattar pathirakhe hote.,करझाई व त्यांचे कुटुंबीय अफगाणिस्तानचे शेवटचे राजा मोहम्मद झहीर शहा ह्याचे कट्टर पाठीराखे होते.
7058,hi sthale tya deshachya drushtine tasecha sampurn jagasathi mahattvachi sthale tharatat.,ही स्थळे त्या देशाच्या दृष्टीने तसेच संपूर्ण जगासाठी महत्त्वाची स्थळे ठरतात.
7059,nako visaru sanket milanacha,नको विसरू संकेत मिलनाचा
7060,marathi bhashechya varnamalet l ha ekmeva 'svatantra varna' (svatantra vyanjan) ahe.,मराठी भाषेच्या वर्णमालेत ळ् हा एकमेव 'स्वतंत्र वर्ण' (स्वतंत्र व्यंजन) आहे.
7061,naro trimbak (19vya shatakachya purvardha) : ek marathi shahir,नारो त्रिंबक (१९व्या शतकाचा पूर्वार्ध) : एक मराठी शाहीर
7063,"sahasa, yacha upayog dhanya athava konatehi utpadan, sheti utpadan, khate, ciment ityadi vastunchya sathavanukisathi va vahatukisathi hoto.","सहसा, याचा उपयोग धान्य अथवा कोणतेही उत्पादन, शेती उत्पादन, खते, सिमेंट इत्यादी वस्तूंच्या साठवणूकीसाठी व वाहतूकीसाठी होतो."
7064,stanagr he stanachya prushthabhagavaril utinche vadhalela bhag hoy jyatun dudh nighate.,स्तनाग्र हे स्तनाच्या पृष्ठभागावरील ऊतींचे वाढलेला भाग होय ज्यातून दूध निघते.
7066,kelelya kamachi pasanti ani pochapavati mhanun milanarya paritoshikanche svarup vegavegale asate.,केलेल्या कामाची पसंती आणि पोचपावती म्हणून मिळणाऱ्या पारितोषिकांचे स्वरूप वेगवेगळे असते.
7067,akros ek hindi chitrapat ahe. ya chitrapatachi patakatha vijay tendulakar yanni lihili.,आक्रोश एक हिंदी चित्रपट आहे. या चित्रपटाची पटकथा विजय तेंडुलकर यांनी लिहिली.
7068,"detan, teksas","डेटन, टेक्सास"
7069,dudhala virajan lavun tyache dahi tayar kele jate.,दुधाला विरजण लावून त्याचे दही तयार केले जाते.
7070,mi chori karanar nahi.,मी चोरी करणार नाही.
7071,ya kurhadinchya shashtriya nishkarshatun tyat 1.78 takke kathil va 97.04 takke tambe ya dhatunche misran ahe.,या कुऱ्हाडींच्या शास्त्रीय निष्कर्षातून त्यात १.७८ टक्के कथील व ९७.०४ टक्कें तांबे या धातूंचे मिश्रण आहे.
7072,lagavad konaty mahinyat karavi,लागवड कोणत्या महिन्यात करावी
7073,ustad rasid khan (janmadinank adnyat - hayat) he lokapriy hindustani gayak ahet.,उस्ताद राशीद खान (जन्मदिनांक अज्ञात - हयात) हे लोकप्रिय हिंदुस्तानी गायक आहेत.
7074,jagatil pahila niyantrit-pravesh mahamarg italymadhye 1925 sali milan yethe bandhala gela.,जगातील पहिला नियंत्रित-प्रवेश महामार्ग इटलीमध्ये १९२५ साली मिलान येथे बांधला गेला.
7075,jagatik marathi parishadechya (i. sa. 1995) sammelanat delhi yethe sahabhag,जागतिक मराठी परिषदेच्या (इ. स. १९९५) संमेलनात दिल्ली येथे सहभाग
7076,vijayavada yethun sikandarabadaparyant ya gadila lallaguda yethe wap7 engin lavale jate.,विजयवाडा येथून सिकंदराबादपर्यंत या गाडीला लल्लागुडा येथे wap7 इंजिन लावले जाते.
7077,svastishree,स्वस्तिश्री
7078,chintu hi sakal vrttapatrat prasiddha honari majedar chitrakath ahe.,चिंटू ही सकाळ वृत्तपत्रात प्रसिद्ध होणारी मजेदार चित्रकथा आहे.
7079,mahaprajapati gautami arhat pad prapt karanarya ek bhikkhuni hotya.,महाप्रजापती गौतमी अर्हत पद प्राप्त करणाऱ्या एक भिक्खुणी होत्या.
7080,tyanantar moraya gosavi moragavahun chinchavad yethe jaun sthayik jhale.,त्यानंतर मोरया गोसावी मोरगावहून चिंचवड येथे जाऊन स्थायिक झाले.
7081,"ya prakaranat vividh strivadi abhyasatil vargakholy( pathyakram), ani charchavisv adhik jagatik banavale pahije ani vidhyarthi a abhyasak yanni chalavalit ale pahije yaci charcha keli ahe.","या प्रकरणात विविध स्त्रीवादी अभ्यासातील वर्गखोल्या( पाठ्यक्रम), आणि चार्चाविश्व अधिक जगतिक बनवले पाहिजे आणि विद्यार्थी अ अभ्यासक यांनी चळवळीत आले पाहिजे याची चर्चा केली आहे."
7082,chintucha sarvat javalacha mitra.,चिंटूचा सर्वात जवळचा मित्र.
7083,tyane aids healthcare association (ahf) chya calenderche anavaran kele .,त्याने एड्स हेल्थकेअर असोसिएशन (एएचएफ) च्या कॅलेंडरचे अनावरण केले .
7084,ani 20 jananchya bharatiya svayansevakanchya tukadila jau dile.,आणि २० जणांच्या भारतीय स्वयंसेवकांच्या तुकडीला जाऊ दिले.
7085,"strivadache nirvasahtikaran, ""bhandavalavadache gudhakaran"", ani ""strivadachya drustikonachi punarrachana"".","स्त्रीवादाचे निर्वसह्तीकरण, ""भांडवलवादाचे गुढकरण"", आणि ""स्त्रीवादाच्या दृष्टीकोनाची पुनर्रचना""."
7086,salim khan yanchya haste 'welcome jindagi'che first look launch,सलीम खान यांच्या हस्ते ‘वेलकम जिंदगी’चे फर्स्ट लूक लॉन्च
7087,eka ahavalanusar abdul ajij vimanatal ha ekekali jagatil dusary kramankacha vait vimanatal hota.,एका अहवालानुसार अब्दुल अजीज विमानतळ हा एकेकाळी जगातील दुसर्‍या क्रमांकाचा वाईट विमानतळ होता.
7088,narasobavadi pasun adaje 24kilomitetervar ahe.,नरसोबावाडी पासून अदाजे २४किलोमीटरवर आहे.
7089,jahajachya dolakathivarunahi palikade drushti pochat nahi evadhya vistarache barphache thar samudravar asatat.,जहाजाच्या डोलकाठीवरूनही पलीकडे दृष्टी पोचत नाही एवढ्या विस्ताराचे बर्फाचे थर समुद्रावर असतात.
7090,swamini,स्वामिनी
7091,ganapat mahadev nalavade (hindumahasabheche namavant nete),गणपत महादेव नलावडे (हिंदुमहासभेचे नामवंत नेते)
7092,collegechya sarvacha susajja prayogasala ani suvidhammule sansodhanakade vidhyarthi valat ahet.,कॉलेजच्या सर्वच सुसज्ज प्रयोगशाळा आणि सुविधांमुळे संशोधनाकडे विद्यार्थी वळत आहेत.
7093,gothyatil jamin varachevar svaccha karit javi.,गोठ्यातील जमिन वरचेवर स्वच्छ करीत जावी.
7094,wikivoyage varil heidelberg paryatan guide (engraji),विकिव्हॉयेज वरील हायडेलबर्ग पर्यटन गाईड (इंग्रजी)
7095,tyavar lihayacha majakur anakucidar padarthane korun ghet ani mag tyavar kajalasarakha kala rang phasat.,त्यावर लिहायचा मजकूर अणकुचीदार पदार्थाने कोरून घेत आणि मग त्यावर काजळासारखा काळा रंग फासत.
7096,yasathi tyanna ajanma karavasachi shiksha jhali.,यासाठी त्यांना आजन्म कारावासाची शिक्षा झाली.
7097,hi padavi milavali.,ही पदवी मिळवली.
7098,kintu jevha hanuman nahi parat ale tevha rushi vyakul jhale.,किंतु जेव्हा हनुमान नाही परत आले तेव्हा ऋषी व्याकूळ झाले.
7099,"tasech puranat aniruddha ha pradyumna(bhagavan vishnunche ek rup ,ek nav ) cha mulaga hota va bhagavan shrikrushnacha natu hota asa ullekh ahe.","तसेच पुराणात अनिरुद्ध हा प्रद्युम्न(भगवान विष्णुंचे एक रुप ,एक नाव ) चा मुलगा होता व भगवान श्रीकृष्णाचा नातू होता असा उल्लेख आहे."
7100,615 salatil chaitra suddha trayodashi ya tithis jhala.,६१५ सालातील चैत्र शुद्ध त्रयोदशी या तिथीस झाला.
7101,tyachya shariravar panchajanya navacha sankh hota.,त्याच्या शरीरावर पांचजन्य नावाचा शंख होता.
7102,bahusankhya muslim vasti asanarya ya vibhagat lahan-thor saryannach basketaball priy asato.,बहुसंख्य मुस्लिम वस्ती असणार्‍या या विभागात लहान-थोर सार्‍यांनाच बास्केटबॉल प्रिय असतो.
7103,baghat rahu de tujhyakade,बघत राहु दे तुझ्याकडे
7104,2003 sali smrutine bharatiy janata pakshamadhye pravesha kela va 2004 lokasabha nivadanukammadhye dehlichya chandani chauk lokasabha matadarasanghamadhun bharatiy rashtriy congresschya kapil sibal viruddha nivadanuk ladhavali.,२००३ साली स्मृतीने भारतीय जनता पक्षामध्ये प्रवेश केला व २००४ लोकसभा निवडणुकांमध्ये दिल्लीच्या चांदनी चौक लोकसभा मतदारसंघामधून भारतीय राष्ट्रीय काँग्रेसच्या कपिल सिबल विरुद्ध निवडणुक लढवली.
7105,ya divashi khandobacya (malhari martandachya) devalat dipotsav karatat.,या दिवशी खंडोबाच्या (मल्हारी मार्तंडाच्या) देवळात दीपोत्सव करतात.
7106,solan jilhyatil he shahar shimalapasun 65 km antaravar asun kalaka-simala railwaymargavaril ek sthanak ahe.,सोलान जिल्ह्यातील हे शहर शिमलापासून ६५ किमी अंतरावर असून कालका-शिमला रेल्वेमार्गावरील एक स्थानक आहे.
7107,tyamule bharatane anukrame pahila dav khelanyas madat keli.,त्यामुळे भारताने अनुक्रमे पहिला डाव खेळण्यास मदत केली.
7108,1000 atithi paryant samavun ghyachi kshamata ya holachi ahe.,१००० अतिथी पर्यंत सामावून घ्याची क्षमता या हॉलची आहे.
7109,franco-prussian yuddhamule 1870 sali france sodun landanat asara ghyavya lagalelya pisarone tethil vastavyat druk pratyayavadi chitrasailichya dhangane anek chitre chitarali.,फ्रँको-प्रशियन युद्धामुळे १८७० साली फ्रान्स सोडून लंडनात आसरा घ्याव्या लागलेल्या पिसारोने तेथील वास्तव्यात दृक् प्रत्ययवादी चित्रशैलीच्य ढंगाने अनेक चित्रे चितारली.
7110,busan,बुसान
7111,yogya thikani yogy velela pohacun photographi karane he changalya photographiche yash mhanata yeila.,योग्य ठिकाणी योग्य वेळेला पोहचुन फोटोग्राफी करणे हे चांगल्या फोटोग्राफीचे यश म्हणता येईल.
7112,"expressway, motorway, freeway ityadi english sabda niyantrit-pravesh mahamargacha ullekha karanyasathich vaparale jatat.","एक्सप्रेसवे, मोटरवे, फ्रीवे इत्यादी इंग्लिश शब्द नियंत्रित-प्रवेश महामार्गाचा उल्लेख करण्यासाठीच वापरले जातात."
7113,gothyat va shejarachya mokalya jaget svaccha panyachi vyavastha asavi.,गोठ्यात व शेजारच्या मोकळ्या जागेत स्वच्छ पाण्याची व्यवस्था असावी.
7114,kala garud,काळा गरुड
7115,sana 1858 madhye all-england eleven kaduna khelatana hitfeild stifance ya golandajane salag tin chendunvar tin phalandajanna bad kele hote.,सन १८५८ मध्ये ऑल-इंग्लंड इलेवन कडून खेळताना हीथफिल्ड स्टिफन्सन या गोलंदाजाने सलग तीन चेंडूंवर तीन फलंदाजांना बाद केले होते.
7116,kagaz ke phul,कागज़ के फूल
7117,"chikhali, kudalavadi, jadhavavadi, haragude vasti va tethil bandista godamata rasayane sathavinare sarv vyapari, triveni nagar va tethil powder coating vyavasay karanare yanche rikame rasayan contener poti, baga vagaire goshti bhangaracha vyavasay karanare vyapari ghetat va rajarojapane tya vastu dhuun tyantale ghatak rasayan yukt pani bedhadakapane rama jharyat sodun detat.","चिखली, कुदळवाडी, जाधववाडी, हरगुडे वस्ती व तेथील बंदिस्त गोदामात रसायने साठविणारे सर्व व्यापारी, त्रिवेणी नगर व तेथील पावडर कोटिंग व्यवसाय करणारे यांचे रिकामे रसायन कंटेनर, पोती, बॅगा वगैरे गोष्टी भंगाराचा व्यवसाय करणारे व्यापारी घेतात व राजरोजपणे त्या वस्तू धुऊन त्यांतले घातक रसायन युक्त पाणी बेधडकपणे राम झर्‍यात सोडून देतात."
7118,vaisakh suddha dvadashi hi vaisakha mahinyacya suddha pakshatil baravi tithi ahe.,वैशाख शुद्ध द्वादशी ही वैशाख महिन्याच्या शुद्ध पक्षातील बारावी तिथी आहे.
7119,takshashila (arunadev),तक्षशिला (अरुणदेव)
7120,:welcome jindagi,:वेलकम जिंदगी
7121,tilari-kodali ya gavanantar tilari ghat lagato.,तिलारी-कोदाळी या गावानंतर तिलारी घाट लागतो.
7122,cmatech antyabindu suraksha,सिमँटेक अंत्यबिंदू सुरक्षा
7123,"agraval kala, vanijya va vidnyana mahavidyalay, kalyan, mumbai vidyapithashi sanlagnit, maharastra shashan anudanit asalele hindi bhashi janakalyan shikshan sanstha sanchalit, ke.","अग्रवाल कला, वाणिज्य व विज्ञान महाविद्यालय, कल्याण, मुंबई विद्यापीठाशी संलग्नीत, महाराष्ट्र शासन अनुदानित असलेले हिंदी भाषी जनकल्याण शिक्षण संस्था संचालित, के."
7124,asha bhosale,आशा भोसले
7125,"baramatiche babuji naik baramatikar, durlabh pitambaradas mahajan, adamane, ghorapade, sadashiv raghunath urpha dada gadre, balavant ramacandra savarakar, bivalakar he pesavyanche savakar hote.","बारामतीचे बाबूजी नाईक बारामतीकर, दुर्लभ पितांबरदास महाजन, आदमणे, घोरपडे, सदाशिव रघुनाथ उर्फ दादा गद्रे, बलवंत रामचंद्र सावरकर, बिवलकर हे पेशव्यांचे सावकार होते."
7126,sihasarakha jabada,सिहासारखा जबडा
7127,hindusthanachya sanrakshan sansodhan ani vikas sanghatanene (drdo) desatala pahila manavarahit ranagada tayar kela ahe.,हिंदुस्थानच्या संरक्षण संशोधन आणि विकास संघटनेने (drdo) देशातला पहिला मानवरहित रणगाडा तयार केला आहे.
7128,"karaci, haidarabada, lahora, kolambo e.","कराची, हैदराबाद, लाहोर, कोलंबो इ."
7129,magadhi bhasha,मागधी भाषा
7130,nyahari (kathasangrah),न्याहारी (कथासंग्रह)
7131,ha uttam sarathi hota.,हा उत्तम सारथी होता.
7132,krushnakumar yanchyakade executive assistant mhanun kam suru kel.,कृष्णकुमार यांच्याकडे एक्झिक्युटिव्ह असिस्टट हणून काम सुरू केलं.
7133,bhannat,भन्‍नाट
7134,god galyachi pratibhasali gayika asa sundarabainchya sarvatra laukik jhala ani tyanna 'svaradevata' hi sarth padavi milali.,गोड गळ्याची प्रतिभाशाली गायिका असा सुंदराबाईंच्या सर्वत्र लौकिक झाला आणि त्यांना ‘स्वरदेवता’ ही सार्थ पदवी मिळाली.
7135,albeniyane sarvapratham i.,आल्बेनियाने सर्वप्रथम इ.
7136,"adhyaksh,","अध्यक्ष,"
7137,"ja nana miksham cha dehi me .""","ज ्ञान मीक्षाम च देही में ।"""
7138,"ali adil saha shiyapanthay asale tari ali adil saha yanche vadil ibrahim adil saha pahila yanni sarva samrajy sunni, habasi va dakkhanachya rajavatimadhye vibhagale hote..","अली आदिल शाह शियापंथाय असले तरी अली आदिल शाह यांचे वडील इब्राहीम आदिल शाह पहिला यांनी सर्व साम्राज्य सुन्नी, हबशी व दक्खनच्या राजवटीमध्ये विभागले होते.."
7139,dakshin kannad ha bharatachya karnatak rajyatil jilha ahe.,दक्षिण कन्नड हा भारताच्या कर्नाटक राज्यातील जिल्हा आहे.
7140,sant-denis,सेंत-देनिस
7141,"narahar kurundakar smruti sahity sammelan, nanded","नरहर कुरुंदकर स्मृती साहित्य संमेलन, नांदेड"
7142,mod alelya biyant ka jivanasattv adhik pramanat asate.,मोड आलेल्या बियांत क जीवनसत्त्व अधिक प्रमाणात असते.
7143,ya pustakatil nivadak bhag saley abhyasakramat pathachya rupane samavisht karanyat alela ahe.,या पुस्तकातील निवडक भाग शालेय अभ्यासक्रमात पाठाच्या रूपाने समाविष्ट करण्यात आलेला आहे.
7144,lingayat teli,लिंगायत तेली
7145,guntata hruday he kamaladalachya pashi,गुंतता हृदय हे कमलदलाच्या पाशी
7146,potat aga hou lagalyane ganeshane durva sevan kelya.,पोटात आग होऊ लागल्याने गणेशाने दुर्वा सेवन केल्या.
7147,bharatiy kendrashashanane ravanna padmashri va padmavibhushan puraskaranni gauravale ahe.,भारतीय केंद्रशासनाने रावांना पद्मश्री व पद्मविभूषण पुरस्कारांनी गौरवले आहे.
7148,mi ubha ahe (bhimasankara),मी उभा आहे (भीमाशंकर)
7149,mastar madan,मास्टर मदन
7150,"nihar""cha diwali ank kadhat asatana snehasudha kulakarninni kahi pustake prakashit keli asali tari kharya arthane i.",’नीहार”चा दिवाळी अंक काढत असताना स्नेहसुधा कुलकर्णींनी काही पुस्तके प्रकाशित केली असली तरी खर्‍या अर्थाने इ.
7151,akant (bhopal durghatanevar adharit kadambari),आकांत (भोपाळ दुर्घटनेवर आधारित कादंबरी)
7152,lasicha tan yet asalyamule dusarya divashi b complex dyave.,लसीचा ताण येत असल्यामुळे दुसऱ्या दिवशी बी कॉम्प्लेक्‍स द्यावे.
7153,mi vyabhichar karanar nahi.,मी व्याभिचार करणार नाही.
7154,hari narake yanni mukta salavenla adya dalit lekhika mhatale ahe..,हरी नरके यांनी मुक्ता साळवेंला आद्य दलित लेखिका म्हटले आहे..
7155,aitihashik kalakruti - samasamikshit (peer-reviewed) kinva sampadit madhyamantun prakashit jhaleli chitre/photo; matr khas tyanchyasathi ayojalelya pradarsanantun prasiddha jhaleli nasavit.,ऐतिहासिक कलाकॄती - समसमीक्षित (पीअर-रिव्ह्यूड) किंवा संपादित माध्यमांतून प्रकाशित झालेली चित्रे/फोटो; मात्र खास त्यांच्यासाठी आयोजलेल्या प्रदर्शनांतून प्रसिद्ध झालेली नसावीत.
7156,jhund,झुंड
7157,catholic encyclopedia,कॅथलिक एनसायक्लोपीडिया
7158,gadavar pinyachya panyachi kahich soy nahi.,गडावर पिण्याच्या पाण्याची काहीच सोय नाही.
7159,mumbaitil chhabiladas shalemadhye te chitrakalashikshak mhanun kam karat hote.,मुंबईतील छबिलदास शाळेमध्ये ते चित्रकलाशिक्षक म्हणून काम करत होते.
7160,tyanchi na'ika (korporala) padi nemanuka jhali.,त्यांची नाईक (कॉर्पोरल) पदी नेमणूक झाली.
7161,"aurangabad, nanded ani latur hi vibhagatali udyog, shikshan ani paryatanachi mukhy kendre ahet.","औरंगाबाद, नांदेड आणि लातूर ही विभागातली उद्योग, शिक्षण आणि पर्यटनाची मुख्य केंद्रे आहेत."
7162,veshyavyavasayat adakalelya striyansathi kam karanarya malati nepal ya sanghatanechya tya sansthapika va sanchalika ahet.,वेश्याव्यवसायात अडकलेल्या स्त्रियांसाठी काम करणाऱ्या माइती नेपाळ या संघटनेच्या त्या संस्थापिका व संचालिका आहेत.
7163,parantu hi pike ekaca vaphyat ghetali jat nahit.,परंतु ही पिके एकाच वाफ्यात घेतली जात नाहीत.
7164,svatahchya astitvachi janiv karun dene ani apan konapeksha kami nahi asa atmavishvas tyanchyamadhye nirman karate.,स्वतःच्या अस्तित्वाची जाणीव करुन देणे आणि आपण कोणापेक्षा कमी नाही असा आत्मविश्वास त्यांच्यामध्ये निर्माण करते.
7165,sri guru basav lingay nama:' ha mantra basavannachya navapasun tayara jhala mhanun te lingayata dharmache adiguru mhananyas jvalant saksha ahe.,’श्री गुरू बसव लिंगाय नम:' हा मंत्र बसवण्णाच्या नावापासून तयार झाला म्हणून ते लिंगायत धर्माचे आदिगुरू म्हणण्यास ज्वलंत साक्ष आहे.
7166,"vibhagiy sahity sammelan, vani (vidarbh)","विभागीय साहित्य संमेलन, वणी (विदर्भ)"
7167,hasamukh dhirajalal sankaliya,हसमुख धीरजलाल सांकलिया
7168,raiagadala jevha jag yete (annaji),रायगडाला जेव्हा जाग येते (आण्णाजी)
7169,"ha anakhi ek anubhavasiddh lekh prakashit jhala, tohi vachakani vakhanala.","हा आणखी एक अनुभवसिद्ध लेख प्रकाशित झाला, तोही वाचकानी वाखाणला."
